project,resource_name,tech,status,queue_id,capacity_mw,hub,county,grade,overall_score,completeness_pct,verification_score,calibration_score,eia_crosswalk,eia_plant_id,sced_actuals,gen_profile,plant_value,location_confidence,portal,missing_fields,coverage
OCI Lone Sun,EIA_66399,Solar,operating,,100.0,North,McLennan,D,40.0,80.0,40,0,True,66399,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
TX LaPort 10060 Porter Road Solar,EIA_66518,Solar,operating,,1.6,Houston,Harris,D,40.0,80.0,40,0,True,66518,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
Chiltepin Solar,EIA_66704,Solar,operating,,100.0,West,Reeves,D,53.3,100.0,60,0,True,66704,False,False,False,medium,,,Registry; Solar Forecast
Cardinal Solar (TX),EIA_67775,Solar,operating,,74.0,North,San Saba,D,40.0,80.0,40,0,True,67775,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
Itsee Solar,EIA_67780,Solar,operating,,53.3,North,Navarro,D,53.3,100.0,60,0,True,67780,False,False,False,medium,,,Registry; Solar Forecast
Tres Margaritas Solar,EIA_67789,Solar,operating,,61.0,South,Dimmit,D,40.0,80.0,40,0,True,67789,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
Hooper Solar and Storage,EIA_68167,Solar,operating,,50.5,North,Lee,D,40.0,80.0,40,0,True,68167,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
Kobernat Solar and Storage,EIA_68169,Solar,operating,,100.5,South,Starr,D,40.0,80.0,40,0,True,68169,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
Cotton Belle Solar,EIA_68383,Solar,operating,,80.0,West,Jones,D,40.0,80.0,40,0,True,68383,False,False,False,,,tracking_type; dc_ac_ratio,Registry; Solar Forecast
Quick Draw,EIA_68385,Wind,operating,,174.0,West,Fisher,F,35.6,66.7,40,0,True,68385,False,False,False,,,hub_height_m; turbine_model; turbine_manuf; rotor_diameter_m,Registry; Wind Forecast
